ax,ay,az,agx,agy,agz,gx,gy,gz,roll,pitch,yaw
0.00171,-0.04734,-0.09510,-0.68166,-5.78778,-7.88716,-0.01926,-0.01754,-0.02630,-0.08621,0.63129,-0.13674
-0.00967,-0.07617,-0.23774,-0.68315,-5.78663,-7.88788,-0.01250,-0.02656,0.00478,-0.08639,0.63115,-0.13688
-0.09217,0.07754,-0.20493,-0.68400,-5.78606,-7.88822,-0.00081,0.02016,0.01007,-0.08650,0.63108,-0.13677
-0.27421,0.10272,-0.18610,-0.68213,-5.78611,-7.88835,0.00483,0.02866,0.00106,-0.08626,0.63108,-0.13669
-0.38847,0.10725,-0.09281,-0.68069,-5.78660,-7.88811,0.00677,-0.00288,-0.01150,-0.08608,0.63114,-0.13675
-0.29531,0.11831,-0.00899,-0.68123,-5.78733,-7.88753,0.01097,-0.02418,-0.01673,-0.08615,0.63124,-0.13692
-0.11425,0.04771,0.03767,-0.68183,-5.78871,-7.88647,0.01983,-0.01211,-0.01377,-0.08624,0.63141,-0.13711
0.03433,-0.00912,0.04205,-0.68151,-5.79054,-7.88515,0.02279,-0.00024,-0.01291,-0.08622,0.63164,-0.13724
0.09731,-0.01141,0.07784,-0.68104,-5.79258,-7.88369,0.02466,-0.00500,-0.01096,-0.08617,0.63190,-0.13735
0.15069,0.00487,0.14631,-0.68115,-5.79450,-7.88227,0.01907,-0.01534,-0.01351,-0.08620,0.63214,-0.13749
0.15587,0.00366,0.21749,-0.68154,-5.79554,-7.88148,0.00712,-0.01869,-0.02130,-0.08626,0.63227,-0.13769
0.13354,-0.00677,0.20720,-0.68166,-5.79588,-7.88121,0.00013,-0.01430,-0.02380,-0.08628,0.63232,-0.13797
0.14281,-0.05694,0.14718,-0.68136,-5.79613,-7.88105,0.00371,-0.00876,-0.02717,-0.08624,0.63235,-0.13826
0.14758,-0.05499,0.10051,-0.68029,-5.79644,-7.88092,0.00202,0.00546,-0.01929,-0.08611,0.63239,-0.13854
0.18877,-0.04449,0.06621,-0.67913,-5.79662,-7.88089,-0.00062,0.00884,-0.00268,-0.08596,0.63241,-0.13865
0.12900,-0.04422,0.00253,-0.67877,-5.79658,-7.88094,0.00021,0.00049,0.00664,-0.08592,0.63241,-0.13863
-0.04336,0.02918,-0.00912,-0.67953,-5.79667,-7.88082,0.00227,-0.01068,0.00538,-0.08601,0.63242,-0.13856
-0.17683,0.05377,-0.01129,-0.68044,-5.79686,-7.88060,0.00230,-0.00662,0.00008,-0.08613,0.63244,-0.13855
-0.24596,0.07531,-0.01345,-0.68000,-5.79700,-7.88053,0.00129,0.00691,-0.01037,-0.08607,0.63246,-0.13863
-0.24765,0.07134,-0.02756,-0.67816,-5.79708,-7.88063,-0.00232,0.01855,-0.01927,-0.08584,0.63247,-0.13883
-0.16517,0.05274,-0.05268,-0.67534,-5.79718,-7.88080,-0.00003,0.02203,-0.02001,-0.08549,0.63248,-0.13907
-0.10180,0.00928,-0.04828,-0.67258,-5.79742,-7.88086,0.00216,0.01477,-0.02138,-0.08514,0.63251,-0.13933
-0.10679,0.06215,-0.04827,-0.67088,-5.79821,-7.88043,0.01110,-0.00560,-0.02619,-0.08493,0.63261,-0.13962
-0.13598,0.06345,-0.04602,-0.67012,-5.79951,-7.87953,0.01684,-0.01134,-0.02737,-0.08484,0.63278,-0.13992
-0.10799,0.05355,-0.03947,-0.66923,-5.80128,-7.87830,0.02051,-0.00161,-0.02549,-0.08474,0.63300,-0.14023
-0.01294,0.01483,0.00260,-0.66806,-5.80281,-7.87727,0.01552,0.00170,-0.01728,-0.08461,0.63319,-0.14046
0.02773,-0.03828,0.02913,-0.66758,-5.80402,-7.87642,0.01323,-0.01022,-0.01822,-0.08455,0.63335,-0.14065
-0.00956,-0.02984,0.05078,-0.66815,-5.80483,-7.87578,0.00926,-0.02422,-0.01646,-0.08463,0.63345,-0.14085
-0.00406,-0.03723,0.05251,-0.66916,-5.80582,-7.87497,0.00963,-0.02264,-0.01812,-0.08477,0.63357,-0.14105
0.00279,-0.02959,0.01980,-0.66942,-5.80673,-7.87427,0.01083,-0.01176,-0.02071,-0.08481,0.63369,-0.14127
-0.00436,0.00264,-0.02301,-0.66871,-5.80784,-7.87352,0.01502,-0.00414,-0.02004,-0.08473,0.63383,-0.14152
-0.00389,0.00323,-0.04040,-0.66723,-5.80947,-7.87244,0.02435,0.01544,-0.02143,-0.08455,0.63404,-0.14174
0.00678,0.01610,0.01182,-0.66488,-5.81156,-7.87109,0.02341,0.01326,-0.02130,-0.08427,0.63430,-0.14195
-0.05303,0.04276,0.05737,-0.66373,-5.81324,-7.86995,0.01297,-0.01645,-0.02390,-0.08414,0.63451,-0.14222
-0.05143,0.05805,0.07990,-0.66399,-5.81431,-7.86913,0.01055,-0.01796,-0.02237,-0.08418,0.63465,-0.14249
-0.00245,-0.00274,0.04703,-0.66344,-5.81532,-7.86843,0.01240,0.00164,-0.01765,-0.08412,0.63478,-0.14274
0.07615,-0.03633,0.00844,-0.66183,-5.81630,-7.86785,0.00986,0.01297,-0.01091,-0.08392,0.63490,-0.14292
0.12900,-0.06947,-0.00137,-0.66081,-5.81713,-7.86732,0.00947,-0.00009,-0.00204,-0.08380,0.63501,-0.14300
0.11795,-0.05924,0.02125,-0.66113,-5.81807,-7.86659,0.01461,-0.00714,-0.00035,-0.08385,0.63513,-0.14299
0.06169,-0.04350,0.04184,-0.66128,-5.81915,-7.86579,0.01362,0.00504,0.00327,-0.08387,0.63526,-0.14296
0.03012,-0.01219,0.08198,-0.66099,-5.81994,-7.86523,0.00846,0.00776,0.00260,-0.08384,0.63536,-0.14290
-0.00910,-0.00304,0.12783,-0.66142,-5.82041,-7.86484,0.00468,-0.00404,0.01077,-0.08390,0.63542,-0.14281
0.03808,-0.02857,0.18103,-0.66221,-5.82062,-7.86462,0.00176,0.00165,0.01398,-0.08400,0.63545,-0.14264
0.01484,-0.03266,0.21259,-0.66277,-5.81997,-7.86506,-0.01735,0.00109,0.00662,-0.08407,0.63537,-0.14251
-0.01001,-0.04011,0.24575,-0.66291,-5.81761,-7.86679,-0.04041,0.00968,0.00758,-0.08407,0.63507,-0.14244
-0.02002,-0.04652,0.20358,-0.66143,-5.81389,-7.86966,-0.05327,0.03371,-0.00057,-0.08385,0.63460,-0.14244
-0.00221,-0.04422,0.11587,-0.65829,-5.80961,-7.87309,-0.05115,0.04085,0.00460,-0.08342,0.63405,-0.14249
0.10236,-0.06317,0.01948,-0.65632,-5.80561,-7.87620,-0.04406,0.02328,0.01612,-0.08314,0.63355,-0.14241
0.10710,-0.04187,-0.05716,-0.65687,-5.80253,-7.87843,-0.03155,-0.00125,0.02874,-0.08318,0.63316,-0.14217
0.09197,-0.02551,-0.06907,-0.65894,-5.80019,-7.87998,-0.02729,0.00179,0.03950,-0.08343,0.63286,-0.14177
0.03752,-0.01488,-0.04281,-0.66076,-5.79764,-7.88169,-0.03554,0.01232,0.04192,-0.08364,0.63254,-0.14129
-0.07086,0.01681,0.01516,-0.66192,-5.79417,-7.88415,-0.04689,0.01694,0.03777,-0.08376,0.63210,-0.14084
-0.14332,0.04049,0.04843,-0.66247,-5.79017,-7.88705,-0.04905,0.01816,0.02676,-0.08380,0.63159,-0.14048
-0.16062,0.08309,-0.01177,-0.66269,-5.78653,-7.88970,-0.03666,0.00743,0.01737,-0.08380,0.63114,-0.14024
-0.15715,0.08026,-0.12231,-0.66301,-5.78460,-7.89109,-0.01131,0.00357,0.00800,-0.08382,0.63089,-0.14012
-0.10124,0.06838,-0.17346,-0.66251,-5.78483,-7.89096,0.01738,0.01304,0.00446,-0.08376,0.63092,-0.14005
-0.05486,0.04788,-0.16727,-0.66130,-5.78693,-7.88952,0.03565,0.01816,0.00412,-0.08362,0.63119,-0.13998
-0.02554,0.03466,-0.09059,-0.66025,-5.79002,-7.88734,0.04451,0.01203,0.00560,-0.08352,0.63158,-0.13988
-0.02499,0.02211,-0.00250,-0.66035,-5.79334,-7.88489,0.04113,-0.00423,0.00525,-0.08355,0.63200,-0.13978
-0.02154,0.02013,0.05774,-0.66155,-5.79614,-7.88273,0.02916,-0.01348,0.00868,-0.08373,0.63235,-0.13965
-0.00740,0.03031,0.14893,-0.66313,-5.79750,-7.88160,0.00659,-0.01023,0.01198,-0.08394,0.63252,-0.13951
-0.04775,0.01054,0.18209,-0.66438,-5.79703,-7.88185,-0.01205,-0.00173,0.01180,-0.08409,0.63246,-0.13937
-0.08791,0.01658,0.14744,-0.66507,-5.79543,-7.88296,-0.02436,0.00223,0.01155,-0.08417,0.63226,-0.13925
-0.10350,0.01075,0.08566,-0.66534,-5.79335,-7.88447,-0.02515,0.00272,0.00512,-0.08419,0.63200,-0.13917
-0.16590,0.03048,0.03985,-0.66534,-5.79153,-7.88580,-0.01855,0.00449,0.00097,-0.08417,0.63177,-0.13916
-0.14422,0.02534,-0.00491,-0.66457,-5.79043,-7.88668,-0.00970,0.01318,-0.00584,-0.08407,0.63163,-0.13919
-0.09325,0.03323,-0.04171,-0.66332,-5.78994,-7.88714,-0.00289,0.00906,-0.00979,-0.08390,0.63157,-0.13928
-0.09045,0.04063,-0.05176,-0.66222,-5.79031,-7.88696,0.00778,0.00185,-0.01186,-0.08377,0.63161,-0.13941
-0.06378,0.06080,-0.03710,-0.66151,-5.79162,-7.88606,0.01947,-0.00373,-0.01447,-0.08369,0.63178,-0.13956
-0.05769,0.06042,-0.01938,-0.66087,-5.79364,-7.88463,0.02622,-0.00400,-0.01986,-0.08362,0.63203,-0.13975
-0.01575,0.08341,0.02966,-0.66001,-5.79583,-7.88309,0.02450,0.00177,-0.01303,-0.08353,0.63231,-0.13992
0.02223,0.07069,0.08186,-0.65894,-5.79762,-7.88187,0.02063,0.00893,-0.00867,-0.08341,0.63254,-0.14003
0.03892,0.01667,0.08927,-0.65812,-5.79882,-7.88105,0.01111,-0.00042,-0.00361,-0.08331,0.63269,-0.14010
0.00805,0.02136,0.12080,-0.65868,-5.79902,-7.88086,-0.00386,-0.01959,-0.00411,-0.08339,0.63271,-0.14014
0.00305,0.02185,0.11600,-0.66011,-5.79846,-7.88115,-0.01083,-0.02067,-0.00577,-0.08356,0.63264,-0.14019
-0.04373,0.00448,0.09302,-0.66077,-5.79770,-7.88165,-0.00739,-0.00485,-0.00897,-0.08364,0.63255,-0.14029
-0.08923,-0.00335,0.05782,-0.65970,-5.79705,-7.88222,-0.00833,0.01442,-0.01318,-0.08350,0.63247,-0.14044
-0.05228,-0.01282,0.02863,-0.65745,-5.79671,-7.88266,-0.00360,0.02494,-0.01054,-0.08321,0.63242,-0.14059
-0.00777,-0.03568,0.02064,-0.65557,-5.79660,-7.88290,-0.00027,0.00933,-0.00506,-0.08297,0.63241,-0.14069
-0.01219,-0.02680,0.03722,-0.65549,-5.79664,-7.88287,0.00084,-0.01459,-0.00207,-0.08296,0.63241,-0.14073
-0.07721,-0.01605,0.08097,-0.65676,-5.79662,-7.88278,-0.00462,-0.02189,-0.00457,-0.08312,0.63241,-0.14078
-0.13081,0.03054,0.10962,-0.65763,-5.79563,-7.88344,-0.02071,-0.01091,-0.00834,-0.08323,0.63229,-0.14088
-0.16235,0.05135,0.11623,-0.65691,-5.79384,-7.88481,-0.02921,0.00819,-0.02010,-0.08312,0.63206,-0.14107
-0.16500,0.08681,0.07749,-0.65442,-5.79145,-7.88678,-0.03686,0.01808,-0.02879,-0.08279,0.63176,-0.14140
-0.15829,0.11187,0.03438,-0.65125,-5.78897,-7.88886,-0.03188,0.01050,-0.03901,-0.08237,0.63144,-0.14186
-0.14593,0.12088,-0.02813,-0.64835,-5.78720,-7.89039,-0.01960,-0.00001,-0.04780,-0.08199,0.63122,-0.14243
-0.16564,0.15480,-0.05251,-0.64524,-5.78672,-7.89101,-0.00354,0.00219,-0.05723,-0.08159,0.63116,-0.14310
-0.19832,0.15478,-0.05281,-0.64055,-5.78744,-7.89085,0.01093,0.01877,-0.07451,-0.08100,0.63125,-0.14390
-0.20962,0.21832,-0.06894,-0.63508,-5.78903,-7.89013,0.01649,-0.01216,-0.09525,-0.08032,0.63145,-0.14495
0.35951,0.27169,-0.20402,-0.63484,-5.79062,-7.88898,0.00526,0.05420,0.27769,-0.08030,0.63165,-0.14480
5.05801,-1.53421,0.21576,-0.66690,-5.79145,-7.88573,0.07611,-0.34709,0.15898,-0.08437,0.63176,-0.14129
-1.69053,-0.25192,-0.29766,-0.68976,-5.79733,-7.87944,0.06815,-0.10442,0.05432,-0.08732,0.63250,-0.14027
-1.08133,0.85462,0.57120,-0.69471,-5.79910,-7.87770,-0.01740,0.03772,-0.01729,-0.08796,0.63272,-0.13975
-1.19929,0.00205,0.38477,-0.67896,-5.79647,-7.88101,-0.05142,0.21869,-0.12149,-0.08594,0.63239,-0.14082
-0.82956,0.07188,-0.12077,-0.65814,-5.79447,-7.88425,-0.01411,0.11974,-0.09097,-0.08328,0.63214,-0.14220
0.08339,0.10775,-0.07938,-0.64992,-5.79548,-7.88419,0.03020,-0.01326,-0.06233,-0.08225,0.63227,-0.14312
0.09741,0.00981,-0.29941,-0.65122,-5.79929,-7.88127,0.05370,-0.08027,-0.02312,-0.08244,0.63275,-0.14362
0.01056,-0.05075,-0.24603,-0.65730,-5.80293,-7.87810,0.03534,-0.06263,0.01096,-0.08324,0.63321,-0.14362
-0.13059,0.11839,-0.08438,-0.66025,-5.80477,-7.87649,0.01290,0.00727,0.01523,-0.08363,0.63344,-0.14341
-0.37619,0.07032,-0.06638,-0.65975,-5.80518,-7.87623,-0.00045,0.00891,0.00376,-0.08357,0.63349,-0.14329
-0.44478,0.07240,-0.01317,-0.66089,-5.80472,-7.87648,-0.01005,-0.03785,-0.00467,-0.08371,0.63343,-0.14329
-0.27020,0.07133,-0.00962,-0.66414,-5.80380,-7.87688,-0.00951,-0.04932,-0.01284,-0.08412,0.63332,-0.14342
-0.07664,-0.05637,-0.07587,-0.66556,-5.80359,-7.87692,0.00295,-0.00721,-0.01832,-0.08429,0.63329,-0.14361
0.04285,-0.09464,-0.08988,-0.66370,-5.80453,-7.87638,0.01785,0.01860,-0.02621,-0.08407,0.63341,-0.14386
0.11684,-0.07427,-0.02743,-0.66107,-5.80679,-7.87493,0.03625,0.00984,-0.02829,-0.08375,0.63370,-0.14416
0.19178,-0.04918,0.08413,-0.65880,-5.81018,-7.87262,0.04180,0.00571,-0.03194,-0.08349,0.63413,-0.14449
0.26618,-0.05838,0.18573,-0.65644,-5.81370,-7.87022,0.03857,0.00600,-0.02845,-0.08321,0.63457,-0.14483
0.31926,-0.07130,0.25958,-0.65460,-5.81664,-7.86820,0.03086,0.00076,-0.02009,-0.08300,0.63494,-0.14510
0.36430,-0.06412,0.28762,-0.65415,-5.81843,-7.86691,0.01426,-0.00790,-0.00488,-0.08296,0.63517,-0.14523
0.33982,-0.05679,0.28437,-0.65511,-5.81888,-7.86650,-0.00424,-0.00773,0.01352,-0.08309,0.63523,-0.14517
0.23052,-0.03602,0.24936,-0.65684,-5.81765,-7.86726,-0.02259,-0.00448,0.02379,-0.08330,0.63507,-0.14495
0.06345,0.00947,0.21967,-0.65856,-5.81511,-7.86900,-0.03889,-0.00126,0.02722,-0.08350,0.63475,-0.14465
-0.10483,0.02720,0.14514,-0.65997,-5.81174,-7.87137,-0.04046,0.00240,0.02523,-0.08365,0.63432,-0.14437
-0.26220,0.02657,0.03459,-0.66062,-5.80857,-7.87366,-0.03691,0.00683,0.01009,-0.08371,0.63392,-0.14419
-0.24829,0.04112,-0.06331,-0.66001,-5.80606,-7.87556,-0.02515,0.01796,0.00501,-0.08361,0.63360,-0.14414
-0.21422,0.03174,-0.14711,-0.65802,-5.80446,-7.87690,-0.01473,0.02916,-0.00407,-0.08334,0.63340,-0.14417
-0.19408,0.01933,-0.13605,-0.65526,-5.80358,-7.87779,-0.00978,0.03220,-0.00622,-0.08299,0.63329,-0.14426
-0.16880,0.04894,-0.07244,-0.65241,-5.80326,-7.87826,-0.00368,0.02350,-0.01204,-0.08262,0.63325,-0.14439
-0.13711,0.04082,-0.05860,-0.65058,-5.80337,-7.87833,0.00054,0.00466,-0.00988,-0.08239,0.63326,-0.14453
-0.04523,0.03802,-0.06226,-0.65014,-5.80371,-7.87811,0.00669,-0.00498,-0.00625,-0.08234,0.63331,-0.14464
0.02571,0.04516,-0.06529,-0.65029,-5.80456,-7.87748,0.01064,-0.00482,-0.00275,-0.08236,0.63341,-0.14467
0.01565,0.02250,-0.04127,-0.65101,-5.80539,-7.87680,0.01243,-0.00865,0.00381,-0.08246,0.63352,-0.14465
-0.00658,0.03053,0.02367,-0.65198,-5.80610,-7.87620,0.00885,-0.01204,0.00109,-0.08259,0.63361,-0.14461
-0.03316,0.02223,0.08749,-0.65323,-5.80647,-7.87582,0.00200,-0.01585,-0.00083,-0.08275,0.63366,-0.14459
0.00480,0.01543,0.06576,-0.65452,-5.80656,-7.87565,0.00216,-0.01551,0.00404,-0.08292,0.63367,-0.14457
0.07448,0.00428,0.02840,-0.65612,-5.80693,-7.87525,0.01090,-0.02035,0.00538,-0.08312,0.63371,-0.14451
-0.00184,-0.01397,0.00711,-0.65806,-5.80798,-7.87430,0.01675,-0.02405,-0.00064,-0.08338,0.63385,-0.14445
-0.05572,0.00239,-0.00286,-0.65985,-5.80953,-7.87301,0.02109,-0.02560,-0.00690,-0.08362,0.63404,-0.14449
-0.08003,0.01064,-0.00787,-0.66082,-5.81134,-7.87159,0.02141,-0.01261,-0.01710,-0.08375,0.63427,-0.14461
-0.06454,-0.01569,-0.00316,-0.65970,-5.81300,-7.87047,0.01943,0.00865,-0.02516,-0.08362,0.63448,-0.14485
-0.06524,-0.04238,-0.00843,-0.65676,-5.81458,-7.86954,0.01674,0.02646,-0.02853,-0.08326,0.63468,-0.14516
-0.05430,-0.02260,-0.03789,-0.65333,-5.81596,-7.86881,0.01090,0.01905,-0.02546,-0.08284,0.63486,-0.14550
-0.01165,-0.02285,-0.01802,-0.65065,-5.81690,-7.86833,0.00748,0.01650,-0.01687,-0.08250,0.63498,-0.14576
0.05367,-0.07021,0.01207,-0.64848,-5.81713,-7.86834,-0.00492,0.03683,0.00702,-0.08223,0.63501,-0.14582
0.19377,-0.12924,0.06571,-0.64598,-5.81631,-7.86916,-0.01695,0.04214,0.02259,-0.08191,0.63490,-0.14564
0.14214,-0.12010,0.11934,-0.64612,-5.81438,-7.87057,-0.02815,-0.00645,0.03296,-0.08191,0.63466,-0.14530
0.02024,-0.09596,0.08471,-0.64992,-5.81203,-7.87200,-0.02635,-0.04013,0.03036,-0.08237,0.63436,-0.14492
-0.03679,-0.02946,0.04534,-0.65423,-5.81015,-7.87303,-0.01689,-0.02121,0.02120,-0.08291,0.63412,-0.14463
-0.03462,0.01274,0.00672,-0.65506,-5.80925,-7.87362,-0.00342,0.02865,0.01396,-0.08301,0.63401,-0.14442
-0.00493,0.00485,0.01255,-0.65243,-5.80915,-7.87391,0.00389,0.05080,0.01479,-0.08267,0.63400,-0.14424
0.07097,-0.00316,0.05819,-0.65021,-5.80981,-7.87361,0.01340,0.02742,0.01985,-0.08239,0.63408,-0.14401
0.12375,0.03113,0.13282,-0.65063,-5.81103,-7.87268,0.01810,-0.00567,0.02753,-0.08246,0.63423,-0.14372
0.12474,0.02908,0.21581,-0.65281,-5.81168,-7.87201,0.00351,-0.00942,0.03300,-0.08274,0.63432,-0.14337
0.07408,0.03272,0.31326,-0.65497,-5.81098,-7.87235,-0.01732,0.00454,0.03489,-0.08301,0.63423,-0.14295
-0.01883,0.02846,0.31019,-0.65574,-5.80836,-7.87422,-0.04209,0.02145,0.02929,-0.08308,0.63390,-0.14258
-0.09018,0.03125,0.30248,-0.65547,-5.80382,-7.87759,-0.06518,0.02634,0.02570,-0.08302,0.63332,-0.14229
-0.10445,0.00470,0.21533,-0.65496,-5.79807,-7.88187,-0.07448,0.02644,0.02800,-0.08291,0.63259,-0.14202
-0.11196,0.02232,0.11515,-0.65464,-5.79189,-7.88643,-0.07548,0.02159,0.02547,-0.08282,0.63181,-0.14176
-0.10632,0.02719,0.01597,-0.65519,-5.78630,-7.89049,-0.06333,0.00815,0.02972,-0.08284,0.63111,-0.14148
-0.14923,0.04767,-0.07158,-0.65627,-5.78148,-7.89393,-0.05356,-0.00084,0.02027,-0.08295,0.63050,-0.14124
-0.21620,0.07501,-0.12933,-0.65708,-5.77770,-7.89664,-0.04294,0.00464,0.00949,-0.08302,0.63002,-0.14110
-0.19893,0.08606,-0.15296,-0.65640,-5.77469,-7.89889,-0.03081,0.01900,0.00116,-0.08291,0.62964,-0.14108
-0.17611,0.08724,-0.18986,-0.65408,-5.77302,-7.90030,-0.01249,0.03041,-0.00866,-0.08260,0.62943,-0.14116
-0.14372,0.10211,-0.22754,-0.65100,-5.77293,-7.90062,0.00901,0.02865,-0.00730,-0.08221,0.62942,-0.14128
-0.09115,0.11110,-0.22721,-0.64896,-5.77414,-7.89991,0.02273,0.01029,-0.00693,-0.08196,0.62957,-0.14134
-0.07483,0.10616,-0.18271,-0.64882,-5.77653,-7.89817,0.03372,-0.01395,-0.00641,-0.08196,0.62987,-0.14140
-0.06943,0.10602,-0.10328,-0.64987,-5.77953,-7.89589,0.03827,-0.02231,-0.00929,-0.08212,0.63025,-0.14146
-0.06549,0.11081,-0.07701,-0.65082,-5.78237,-7.89373,0.03497,-0.01468,-0.01111,-0.08226,0.63061,-0.14155
-0.04462,0.07245,-0.04551,-0.65134,-5.78486,-7.89186,0.03057,-0.01233,-0.00959,-0.08235,0.63093,-0.14164
-0.03254,0.05933,-0.01605,-0.65205,-5.78746,-7.88990,0.03529,-0.01800,-0.00954,-0.08246,0.63125,-0.14171
-0.05698,0.03718,-0.00200,-0.65335,-5.79060,-7.88749,0.04321,-0.02483,-0.00774,-0.08265,0.63165,-0.14178
-0.06632,0.01788,0.05081,-0.65494,-5.79390,-7.88494,0.04066,-0.02570,-0.00980,-0.08287,0.63207,-0.14185
-0.07535,-0.01329,0.09853,-0.65608,-5.79684,-7.88268,0.03281,-0.01934,-0.01033,-0.08304,0.63244,-0.14194
-0.11514,-0.01347,0.16314,-0.65669,-5.79905,-7.88100,0.02232,-0.01561,-0.01487,-0.08313,0.63272,-0.14206
-0.13904,-0.01917,0.22353,-0.65644,-5.80039,-7.88004,0.00800,-0.00601,-0.02480,-0.08311,0.63289,-0.14228
-0.13521,-0.01851,0.24605,-0.65502,-5.80045,-7.88011,-0.00995,0.00771,-0.02575,-0.08293,0.63289,-0.14260
-0.04653,-0.00726,0.25100,-0.65258,-5.79928,-7.88117,-0.02289,0.01528,-0.02372,-0.08261,0.63275,-0.14294
0.03997,0.00429,0.20334,-0.64974,-5.79706,-7.88304,-0.03505,0.02525,-0.01373,-0.08224,0.63247,-0.14322
0.14357,-0.00668,0.13353,-0.64740,-5.79417,-7.88536,-0.03761,0.01890,-0.00402,-0.08192,0.63210,-0.14336
0.13628,0.00738,0.07304,-0.64654,-5.79147,-7.88741,-0.03184,0.00265,0.00075,-0.08179,0.63176,-0.14341
0.05799,0.01812,0.02192,-0.64711,-5.78949,-7.88881,-0.02323,-0.01316,-0.00255,-0.08185,0.63151,-0.14345
-0.03908,0.05156,0.03039,-0.64776,-5.78807,-7.88981,-0.01447,-0.00786,-0.00915,-0.08192,0.63133,-0.14354
-0.05223,0.02293,0.01817,-0.64703,-5.78727,-7.89045,-0.00724,0.01293,-0.01302,-0.08182,0.63123,-0.14369
-0.04286,0.01873,-0.02542,-0.64487,-5.78696,-7.89086,-0.00374,0.02102,-0.01510,-0.08154,0.63119,-0.14386
-0.06091,-0.00496,-0.01517,-0.64254,-5.78692,-7.89108,-0.00390,0.01509,-0.01288,-0.08125,0.63118,-0.14404
0.00603,-0.04994,0.02309,-0.64109,-5.78653,-7.89148,-0.00858,0.00269,-0.00808,-0.08106,0.63114,-0.14419
0.03089,-0.03856,0.01877,-0.64096,-5.78549,-7.89225,-0.01857,-0.00143,0.00191,-0.08104,0.63100,-0.14423
0.03334,-0.03862,-0.01386,-0.64176,-5.78378,-7.89344,-0.02566,-0.00711,0.01001,-0.08113,0.63079,-0.14418
-0.01954,-0.02279,-0.01499,-0.64305,-5.78150,-7.89501,-0.03230,-0.01144,0.00855,-0.08127,0.63050,-0.14408
-0.12479,0.00281,-0.03058,-0.64464,-5.77912,-7.89662,-0.02563,-0.01621,-0.00129,-0.08145,0.63020,-0.14404
-0.21061,0.03740,-0.07311,-0.64531,-5.77765,-7.89764,-0.01305,-0.00914,-0.01387,-0.08153,0.63001,-0.14416
-0.20704,0.05104,-0.14483,-0.64395,-5.77767,-7.89774,0.00942,0.01268,-0.02399,-0.08136,0.63002,-0.14442
-0.17674,0.06490,-0.16268,-0.64118,-5.77926,-7.89680,0.02894,0.01584,-0.02958,-0.08102,0.63022,-0.14471
-0.14758,0.08708,-0.12969,-0.63877,-5.78229,-7.89478,0.04087,-0.00203,-0.03311,-0.08073,0.63060,-0.14506
-0.14919,0.10012,-0.05260,-0.63760,-5.78606,-7.89211,0.04740,-0.01663,-0.03714,-0.08061,0.63108,-0.14543
-0.13790,0.10182,0.02653,-0.63692,-5.78985,-7.88938,0.04383,-0.01581,-0.03502,-0.08056,0.63155,-0.14584
-0.16943,0.11425,0.09111,-0.63457,-5.79345,-7.88693,0.04103,0.01056,-0.05689,-0.08029,0.63201,-0.14637
-0.27072,0.15945,0.13478,-0.62890,-5.79675,-7.88496,0.03326,0.03900,-0.06900,-0.07959,0.63243,-0.14711
-0.24873,0.19718,0.14873,-0.62066,-5.79902,-7.88394,0.01550,0.07377,-0.05635,-0.07856,0.63271,-0.14793
3.22537,-0.39066,0.27183,-0.63170,-5.79626,-7.88510,-0.01215,-0.21937,0.34930,-0.07994,0.63236,-0.14524
2.76796,-1.71258,-0.11565,-0.66765,-5.79863,-7.88039,0.09345,-0.24864,0.13683,-0.08452,0.63266,-0.14238
-2.01604,0.72269,0.14415,-0.68581,-5.80319,-7.87547,0.02456,-0.06467,0.09599,-0.08686,0.63324,-0.14072
-0.83576,0.40127,0.83074,-0.68530,-5.80155,-7.87673,-0.05432,0.12289,-0.06317,-0.08678,0.63303,-0.14065
-1.55746,0.09684,0.10936,-0.66541,-5.79773,-7.88124,-0.05154,0.21140,-0.09736,-0.08423,0.63255,-0.14172
-0.64054,0.24621,-0.03571,-0.64903,-5.79582,-7.88401,-0.00852,0.06307,-0.09043,-0.08214,0.63231,-0.14295
-0.07485,0.18451,-0.21942,-0.64341,-5.79802,-7.88285,0.04680,-0.02050,-0.05462,-0.08144,0.63259,-0.14382
0.12332,-0.09131,-0.36194,-0.64481,-5.80202,-7.87979,0.04111,-0.05262,-0.00562,-0.08165,0.63309,-0.14414
0.02182,0.02933,-0.09247,-0.64835,-5.80369,-7.87827,0.00419,-0.01334,0.01897,-0.08211,0.63331,-0.14401
-0.23359,0.09303,0.02900,-0.64808,-5.80275,-7.87899,-0.02788,0.04391,0.02250,-0.08207,0.63319,-0.14376
-0.42040,0.04641,0.03188,-0.64562,-5.79953,-7.88156,-0.05024,0.03975,0.01217,-0.08173,0.63278,-0.14358
-0.36725,0.09222,0.04924,-0.64459,-5.79536,-7.88471,-0.05231,-0.00094,0.00365,-0.08157,0.63225,-0.14354
-0.27819,0.07348,-0.01118,-0.64612,-5.79189,-7.88714,-0.03236,-0.03741,-0.00546,-0.08174,0.63181,-0.14360
-0.18933,0.05935,-0.12511,-0.64893,-5.79062,-7.88784,0.00179,-0.04665,-0.01468,-0.08209,0.63165,-0.14375
-0.00932,0.01730,-0.19143,-0.65058,-5.79211,-7.88661,0.03290,-0.01987,-0.01942,-0.08231,0.63184,-0.14395
0.15438,-0.03407,-0.14192,-0.65013,-5.79566,-7.88404,0.05005,-0.00191,-0.02602,-0.08227,0.63229,-0.14417
