ax,ay,az,agx,agy,agz,gx,gy,gz,roll,pitch,yaw
0.09490,0.11894,0.08367,-0.62357,-5.76268,-7.91032,-0.01545,0.00834,0.01215,-0.07867,0.62813,-0.14833
0.01654,0.13845,0.04410,-0.62407,-5.76168,-7.91100,-0.01026,0.00001,0.01656,-0.07872,0.62800,-0.14816
-0.05099,0.11790,0.00593,-0.62507,-5.76119,-7.91128,0.00007,-0.00027,0.01632,-0.07885,0.62794,-0.14796
-0.09891,0.06094,0.00531,-0.62593,-5.76153,-7.91096,0.00719,-0.00105,0.01142,-0.07896,0.62798,-0.14778
-0.19494,0.04514,-0.01500,-0.62687,-5.76219,-7.91041,0.00485,-0.01258,0.00288,-0.07908,0.62807,-0.14767
-0.20854,0.00865,-0.01141,-0.62823,-5.76266,-7.90996,0.00245,-0.01889,-0.00130,-0.07926,0.62812,-0.14766
-0.15214,-0.01319,-0.03769,-0.62927,-5.76268,-7.90987,-0.00114,-0.01062,-0.00093,-0.07939,0.62813,-0.14768
-0.13010,-0.00504,-0.08954,-0.62961,-5.76275,-7.90979,0.00349,-0.00569,-0.00354,-0.07943,0.62813,-0.14771
-0.09517,-0.00458,-0.14670,-0.62967,-5.76336,-7.90934,0.01216,-0.00375,-0.00468,-0.07944,0.62821,-0.14776
-0.06953,0.01697,-0.15315,-0.62988,-5.76500,-7.90812,0.02659,-0.00872,-0.00806,-0.07948,0.62842,-0.14783
-0.07234,0.02967,-0.10934,-0.63021,-5.76767,-7.90615,0.03769,-0.01036,-0.01082,-0.07954,0.62876,-0.14792
-0.05891,0.02899,-0.02723,-0.63002,-5.77103,-7.90371,0.04335,-0.00372,-0.01420,-0.07954,0.62918,-0.14804
0.01438,0.01070,0.07038,-0.62954,-5.77430,-7.90136,0.03853,0.00116,-0.01162,-0.07951,0.62959,-0.14813
0.05046,0.01718,0.16264,-0.62926,-5.77688,-7.89950,0.02601,-0.00523,-0.00636,-0.07949,0.62992,-0.14820
0.07489,0.02218,0.22116,-0.62975,-5.77845,-7.89831,0.01537,-0.00988,0.00115,-0.07956,0.63011,-0.14820
0.04814,0.02395,0.22141,-0.63083,-5.77901,-7.89781,0.00009,-0.01465,0.00257,-0.07970,0.63019,-0.14817
0.01456,0.02730,0.22076,-0.63226,-5.77892,-7.89777,-0.00221,-0.01600,0.00001,-0.07989,0.63017,-0.14814
-0.03998,0.03501,0.17427,-0.63324,-5.77855,-7.89796,-0.00548,-0.00858,-0.00283,-0.08001,0.63013,-0.14815
-0.04573,0.04041,0.14039,-0.63318,-5.77781,-7.89850,-0.01334,0.00098,-0.00690,-0.07999,0.63003,-0.14822
-0.00811,0.00450,0.07877,-0.63249,-5.77662,-7.89943,-0.01666,0.00749,-0.00458,-0.07990,0.62988,-0.14831
-0.00781,-0.01228,0.01800,-0.63174,-5.77570,-7.90016,-0.00912,0.00621,-0.00379,-0.07980,0.62977,-0.14839
0.04298,-0.02353,-0.04362,-0.63060,-5.77538,-7.90049,-0.00153,0.01500,-0.00135,-0.07965,0.62973,-0.14843
0.00510,-0.02542,-0.04733,-0.62924,-5.77528,-7.90067,-0.00339,0.01293,-0.00377,-0.07948,0.62972,-0.14846
-0.10190,0.01948,-0.05062,-0.62863,-5.77514,-7.90082,-0.00266,-0.00125,-0.00467,-0.07940,0.62970,-0.14852
-0.08193,0.01483,-0.06756,-0.62825,-5.77543,-7.90064,0.00824,0.00403,-0.00344,-0.07935,0.62973,-0.14856
-0.05289,0.00433,-0.08623,-0.62781,-5.77645,-7.89993,0.01831,0.00780,0.00290,-0.07930,0.62986,-0.14855
-0.05573,-0.00451,-0.07890,-0.62737,-5.77793,-7.89888,0.01782,0.00764,0.00330,-0.07926,0.63005,-0.14849
-0.12263,0.02298,-0.03160,-0.62690,-5.77939,-7.89785,0.01735,0.00426,-0.00355,-0.07921,0.63023,-0.14848
-0.19446,0.03514,0.03980,-0.62570,-5.78093,-7.89682,0.01851,0.00929,-0.01566,-0.07907,0.63043,-0.14858
-0.17788,0.03277,0.04897,-0.62328,-5.78215,-7.89612,0.01224,0.02049,-0.02214,-0.07877,0.63058,-0.14883
-0.08568,0.00352,0.05652,-0.62046,-5.78297,-7.89574,0.00644,0.02038,-0.01684,-0.07842,0.63069,-0.14908
0.01584,-0.00502,0.04845,-0.61813,-5.78341,-7.89560,0.00302,0.01548,-0.00813,-0.07813,0.63074,-0.14925
0.10142,-0.01593,0.02873,-0.61811,-5.78358,-7.89548,0.00358,-0.01115,0.00905,-0.07813,0.63076,-0.14923
0.21680,-0.04796,-0.03511,-0.62037,-5.78387,-7.89509,0.00653,-0.01719,0.02251,-0.07842,0.63080,-0.14902
0.18158,-0.02341,-0.03442,-0.62316,-5.78447,-7.89442,0.01397,-0.01031,0.03263,-0.07877,0.63088,-0.14867
0.07030,-0.03406,-0.00016,-0.62545,-5.78504,-7.89382,0.00918,-0.00595,0.02787,-0.07907,0.63095,-0.14828
-0.02073,0.00338,0.04916,-0.62750,-5.78553,-7.89331,0.00961,-0.01000,0.01854,-0.07933,0.63101,-0.14797
-0.09270,0.03145,0.05321,-0.62900,-5.78636,-7.89258,0.01414,-0.00667,0.00556,-0.07953,0.63111,-0.14781
-0.10358,0.03087,0.05815,-0.62965,-5.78773,-7.89153,0.01966,-0.00484,0.00102,-0.07962,0.63129,-0.14776
-0.06846,0.02528,0.11313,-0.62960,-5.78948,-7.89024,0.02171,0.00113,-0.00447,-0.07963,0.63151,-0.14777
-0.03360,0.02476,0.13004,-0.62884,-5.79119,-7.88904,0.02150,0.00862,-0.00376,-0.07954,0.63172,-0.14781
0.01885,-0.02136,0.13800,-0.62758,-5.79251,-7.88818,0.01356,0.01545,-0.00087,-0.07939,0.63189,-0.14784
0.05288,-0.01442,0.16179,-0.62674,-5.79301,-7.88788,-0.00178,0.00964,0.00996,-0.07929,0.63195,-0.14778
0.07041,-0.00475,0.19882,-0.62766,-5.79221,-7.88839,-0.01513,-0.00527,0.02054,-0.07940,0.63185,-0.14757
0.02642,0.00115,0.18549,-0.62961,-5.79018,-7.88973,-0.02832,-0.00626,0.02355,-0.07963,0.63160,-0.14731
-0.03069,0.02331,0.15719,-0.63146,-5.78735,-7.89166,-0.03864,0.00057,0.02598,-0.07985,0.63124,-0.14704
-0.10774,0.04569,0.10561,-0.63222,-5.78414,-7.89395,-0.03723,0.00870,0.01701,-0.07992,0.63083,-0.14682
-0.12563,0.04964,0.00932,-0.63244,-5.78136,-7.89597,-0.03273,0.00649,0.01062,-0.07993,0.63048,-0.14667
-0.14324,0.06130,-0.05013,-0.63219,-5.77940,-7.89742,-0.01834,0.00572,-0.00167,-0.07988,0.63024,-0.14665
-0.14021,0.06898,-0.09293,-0.63117,-5.77870,-7.89801,-0.00435,0.00624,-0.01217,-0.07975,0.63015,-0.14675
-0.10211,0.03975,-0.10427,-0.62976,-5.77880,-7.89805,0.00398,0.00873,-0.01404,-0.07957,0.63016,-0.14692
-0.05214,0.03267,-0.05977,-0.62826,-5.77951,-7.89766,0.00793,0.00712,-0.01409,-0.07938,0.63025,-0.14709
-0.01121,0.00327,-0.03133,-0.62715,-5.78003,-7.89736,0.00226,0.00452,-0.00760,-0.07925,0.63031,-0.14722
0.01528,-0.02016,0.02133,-0.62700,-5.77965,-7.89765,-0.01150,-0.00456,0.00247,-0.07922,0.63027,-0.14726
0.02049,-0.01352,0.04312,-0.62787,-5.77821,-7.89864,-0.02245,-0.00630,0.01106,-0.07932,0.63008,-0.14718
0.02420,-0.02290,0.01578,-0.62919,-5.77616,-7.90003,-0.02621,-0.00373,0.01797,-0.07948,0.62983,-0.14702
-0.03908,-0.00117,-0.02826,-0.63040,-5.77424,-7.90134,-0.01609,-0.00099,0.01458,-0.07962,0.62958,-0.14683
-0.09846,0.03757,-0.06248,-0.63147,-5.77304,-7.90213,-0.00615,-0.00745,0.00709,-0.07974,0.62943,-0.14670
-0.13813,0.06538,-0.09486,-0.63191,-5.77286,-7.90223,0.00451,-0.00384,-0.00666,-0.07980,0.62941,-0.14671
-0.13912,0.07762,-0.09421,-0.63136,-5.77388,-7.90153,0.01761,0.00018,-0.01761,-0.07973,0.62954,-0.14685
-0.09579,0.07484,-0.08276,-0.63040,-5.77633,-7.89981,0.04019,-0.00219,-0.02096,-0.07963,0.62985,-0.14706
-0.01817,0.06780,-0.08243,-0.62946,-5.78007,-7.89715,0.05227,-0.00509,-0.01756,-0.07954,0.63032,-0.14727
0.07464,0.04156,-0.02064,-0.62965,-5.78436,-7.89399,0.05230,-0.01650,-0.00899,-0.07959,0.63086,-0.14737
0.06518,0.00714,0.06639,-0.63096,-5.78839,-7.89094,0.04551,-0.02285,-0.00085,-0.07979,0.63137,-0.14740
0.04042,0.00978,0.16164,-0.63283,-5.79133,-7.88862,0.02903,-0.02076,0.00387,-0.08005,0.63174,-0.14734
-0.01078,-0.01883,0.20160,-0.63430,-5.79279,-7.88743,0.01010,-0.01033,0.00700,-0.08025,0.63193,-0.14727
-0.05736,-0.00949,0.21188,-0.63517,-5.79256,-7.88753,-0.01243,0.00104,0.00524,-0.08035,0.63190,-0.14718
-0.08183,0.01766,0.20779,-0.63523,-5.79098,-7.88869,-0.02379,0.00873,0.00228,-0.08035,0.63170,-0.14713
-0.10388,0.01953,0.19211,-0.63458,-5.78836,-7.89067,-0.03678,0.01357,0.00323,-0.08025,0.63137,-0.14713
-0.06110,0.01672,0.13915,-0.63352,-5.78540,-7.89292,-0.03499,0.02023,0.00703,-0.08009,0.63099,-0.14709
-0.04501,0.03160,0.04549,-0.63225,-5.78307,-7.89473,-0.02385,0.02046,0.00589,-0.07991,0.63070,-0.14703
-0.06062,0.02749,0.00126,-0.63131,-5.78166,-7.89584,-0.01175,0.00692,-0.00005,-0.07978,0.63052,-0.14701
-0.12228,0.05144,0.01620,-0.63085,-5.78092,-7.89642,-0.01142,-0.00049,-0.00997,-0.07972,0.63043,-0.14708
-0.16234,0.06601,0.01511,-0.62999,-5.78067,-7.89667,0.00030,0.00383,-0.01879,-0.07961,0.63040,-0.14725
-0.19890,0.08382,0.03180,-0.62799,-5.78097,-7.89660,0.00101,0.01759,-0.02346,-0.07936,0.63043,-0.14751
-0.18944,0.10295,0.03445,-0.62474,-5.78139,-7.89655,0.00428,0.02295,-0.03105,-0.07895,0.63049,-0.14785
-0.16256,0.12470,0.03403,-0.62109,-5.78175,-7.89658,0.00206,0.02009,-0.03692,-0.07849,0.63053,-0.14825
-0.16084,0.13784,0.01156,-0.61787,-5.78232,-7.89642,0.00684,0.00876,-0.04083,-0.07809,0.63060,-0.14871
-0.15532,0.17968,-0.03030,-0.61486,-5.78361,-7.89570,0.01726,0.00242,-0.04944,-0.07772,0.63077,-0.14926
-0.13717,0.16242,-0.07880,-0.61236,-5.78595,-7.89419,0.03185,-0.02122,-0.05937,-0.07742,0.63106,-0.14989
0.05721,0.19988,-0.17285,-0.61820,-5.78869,-7.89172,0.03511,-0.09153,0.28125,-0.07818,0.63141,-0.14956
5.10223,-1.30534,-0.11409,-0.65440,-5.79213,-7.88628,0.11537,-0.33236,0.16074,-0.08279,0.63184,-0.14612
-1.41591,-0.45150,-0.37630,-0.68291,-5.80171,-7.87681,0.12614,-0.18334,0.16255,-0.08648,0.63305,-0.14434
-0.21744,0.45604,0.47607,-0.69610,-5.80619,-7.87236,0.00828,0.01055,0.03880,-0.08819,0.63362,-0.14283
-1.25860,-0.10916,0.52414,-0.68759,-5.80452,-7.87433,-0.04391,0.17040,-0.05048,-0.08710,0.63341,-0.14306
-0.96859,0.02155,0.18227,-0.67159,-5.80145,-7.87798,-0.04017,0.12705,-0.06616,-0.08504,0.63302,-0.14383
-0.35264,0.19616,0.15053,-0.66101,-5.79964,-7.88021,-0.01369,0.04940,-0.06954,-0.08369,0.63279,-0.14470
-0.15303,0.04439,-0.08035,-0.65531,-5.79946,-7.88082,-0.00767,0.01157,-0.03774,-0.08296,0.63277,-0.14542
0.03232,0.10131,0.01474,-0.65376,-5.79832,-7.88178,-0.02790,0.00603,-0.00350,-0.08276,0.63263,-0.14566
-0.00305,0.20726,0.02457,-0.65281,-5.79563,-7.88384,-0.03765,0.02338,0.01375,-0.08262,0.63229,-0.14564
-0.08705,0.14791,-0.05619,-0.65306,-5.79269,-7.88597,-0.03708,-0.00145,0.02750,-0.08262,0.63191,-0.14540
-0.13856,0.15849,-0.06877,-0.65586,-5.78995,-7.88776,-0.02701,-0.02539,0.02392,-0.08296,0.63157,-0.14509
-0.16102,0.10215,-0.10278,-0.65899,-5.78823,-7.88876,-0.01078,-0.02178,0.01384,-0.08334,0.63135,-0.14487
-0.18772,0.00821,-0.11170,-0.66057,-5.78796,-7.88882,0.00453,-0.00726,-0.00210,-0.08354,0.63132,-0.14480
-0.16796,-0.02128,-0.06511,-0.66028,-5.78915,-7.88798,0.02106,-0.00071,-0.01859,-0.08351,0.63147,-0.14491
-0.11396,-0.08383,-0.03594,-0.65907,-5.79154,-7.88632,0.03097,-0.00728,-0.03476,-0.08338,0.63177,-0.14521
0.02517,-0.09699,0.01236,-0.65768,-5.79439,-7.88434,0.03334,-0.00742,-0.03716,-0.08322,0.63213,-0.14560
0.15467,-0.12465,0.03354,-0.65656,-5.79726,-7.88233,0.03454,-0.00502,-0.02247,-0.08310,0.63249,-0.14593
0.26442,-0.10549,0.05807,-0.65572,-5.79981,-7.88052,0.02407,0.00325,-0.00824,-0.08302,0.63281,-0.14608
0.20457,-0.04320,0.10887,-0.65513,-5.80120,-7.87955,0.00939,0.00048,-0.00636,-0.08295,0.63299,-0.14616
0.10494,0.01819,0.10893,-0.65501,-5.80153,-7.87931,-0.00148,-0.00230,-0.00424,-0.08294,0.63303,-0.14622
0.07974,0.02433,0.07812,-0.65480,-5.80154,-7.87932,0.00045,0.00714,-0.00072,-0.08291,0.63303,-0.14623
0.06330,0.03038,0.02251,-0.65407,-5.80175,-7.87923,0.00492,0.01010,0.00053,-0.08282,0.63306,-0.14623
-0.00505,0.02927,-0.00116,-0.65365,-5.80244,-7.87876,0.01358,0.00556,0.00369,-0.08277,0.63315,-0.14619
-0.01365,0.00167,0.02491,-0.65358,-5.80342,-7.87804,0.01117,0.00200,0.00575,-0.08277,0.63327,-0.14612
-0.04512,0.00687,0.05085,-0.65383,-5.80413,-7.87749,0.00514,-0.00414,0.00307,-0.08281,0.63336,-0.14606
-0.06400,-0.00389,0.04295,-0.65426,-5.80444,-7.87723,0.00311,-0.00460,0.00200,-0.08287,0.63340,-0.14604
-0.08152,-0.01348,0.00879,-0.65455,-5.80488,-7.87689,0.00395,0.00149,-0.00004,-0.08291,0.63345,-0.14601
-0.08806,0.00710,0.01720,-0.65399,-5.80511,-7.87676,0.00189,0.01036,-0.00081,-0.08284,0.63348,-0.14603
-0.09086,0.02263,0.05832,-0.65284,-5.80507,-7.87688,0.00030,0.01376,0.00014,-0.08269,0.63348,-0.14605
-0.10781,0.01551,0.08568,-0.65205,-5.80499,-7.87701,-0.00076,0.00396,-0.00138,-0.08259,0.63347,-0.14605
-0.10420,0.04878,0.08646,-0.65207,-5.80474,-7.87720,-0.00243,-0.00374,-0.00067,-0.08259,0.63344,-0.14605
-0.08116,0.04452,0.07703,-0.65236,-5.80452,-7.87733,-0.00484,-0.00328,-0.00012,-0.08263,0.63341,-0.14606
-0.04793,0.02249,0.08220,-0.65238,-5.80419,-7.87757,-0.00589,0.00302,0.00030,-0.08263,0.63337,-0.14605
-0.01563,0.03497,0.07403,-0.65235,-5.80351,-7.87808,-0.00820,-0.00172,0.00152,-0.08262,0.63328,-0.14606
-0.02777,0.03082,0.05693,-0.65248,-5.80295,-7.87848,-0.00439,-0.00081,-0.00079,-0.08263,0.63321,-0.14606
-0.02987,0.03730,0.00833,-0.65247,-5.80269,-7.87867,-0.00128,-0.00308,-0.00426,-0.08263,0.63318,-0.14611
-0.00241,0.02539,0.00885,-0.65241,-5.80260,-7.87874,-0.00172,-0.00005,-0.00684,-0.08262,0.63317,-0.14617
0.03387,0.00234,-0.00856,-0.65187,-5.80274,-7.87868,0.00588,0.00533,-0.00410,-0.08255,0.63318,-0.14624
0.05695,-0.00438,-0.03571,-0.65131,-5.80350,-7.87817,0.01327,0.00245,-0.00207,-0.08249,0.63328,-0.14628
0.04124,-0.01063,-0.05149,-0.65146,-5.80459,-7.87736,0.01584,-0.00372,-0.00006,-0.08251,0.63342,-0.14627
0.01070,-0.01812,-0.03653,-0.65175,-5.80577,-7.87646,0.01413,-0.00064,-0.00298,-0.08256,0.63357,-0.14625
-0.04594,-0.01668,0.03217,-0.65137,-5.80662,-7.87587,0.00894,0.00168,-0.00438,-0.08252,0.63367,-0.14629
-0.07754,0.00789,0.07844,-0.65075,-5.80725,-7.87545,0.00575,0.00607,-0.00874,-0.08244,0.63375,-0.14635
-0.11646,0.02424,0.06945,-0.64969,-5.80759,-7.87529,0.00069,0.00872,-0.01086,-0.08231,0.63380,-0.14647
-0.07605,0.02222,0.05798,-0.64834,-5.80766,-7.87535,-0.00116,0.01103,-0.01040,-0.08214,0.63381,-0.14660
-0.07867,0.01769,0.05127,-0.64662,-5.80762,-7.87552,-0.00160,0.01542,-0.00739,-0.08192,0.63380,-0.14672
-0.04643,0.04507,0.02183,-0.64489,-5.80777,-7.87555,0.00246,0.01745,-0.00606,-0.08170,0.63382,-0.14680
-0.05676,0.04972,0.02229,-0.64324,-5.80792,-7.87557,0.00030,0.01419,-0.00804,-0.08149,0.63384,-0.14688
-0.11701,0.08728,0.03739,-0.64150,-5.80793,-7.87571,-0.00329,0.01336,-0.01565,-0.08127,0.63384,-0.14703
-0.16926,0.06411,0.02913,-0.63938,-5.80780,-7.87598,-0.00247,0.01542,-0.02366,-0.08100,0.63382,-0.14727
-0.15306,0.02811,-0.00108,-0.63628,-5.80771,-7.87629,-0.00301,0.02149,-0.02543,-0.08061,0.63381,-0.14759
-0.04708,0.00085,-0.06028,-0.63497,-5.80798,-7.87620,0.00921,-0.02592,-0.02467,-0.08044,0.63385,-0.14789
0.11305,0.02579,-0.15612,-0.63663,-5.80973,-7.87478,0.03178,-0.03456,-0.01135,-0.08067,0.63407,-0.14809
0.12474,-0.01841,-0.14584,-0.63814,-5.81267,-7.87249,0.03931,-0.01600,-0.00524,-0.08088,0.63444,-0.14814
0.06252,-0.02086,-0.05817,-0.63877,-5.81545,-7.87038,0.03214,-0.00661,-0.00425,-0.08098,0.63479,-0.14815
0.01616,0.01265,0.02950,-0.63940,-5.81784,-7.86857,0.02698,-0.01606,-0.00303,-0.08108,0.63510,-0.14816
-0.00158,-0.00078,0.06757,-0.64037,-5.81967,-7.86713,0.01813,-0.00662,0.00148,-0.08122,0.63533,-0.14815
0.07338,-0.01494,0.10709,-0.64065,-5.82063,-7.86640,0.00787,0.00585,0.00816,-0.08126,0.63545,-0.14808
0.08967,-0.05834,0.15825,-0.64094,-5.82062,-7.86638,-0.00546,0.00502,0.01483,-0.08130,0.63545,-0.14793
0.06181,-0.05843,0.18783,-0.64121,-5.81964,-7.86709,-0.01628,0.01458,0.01837,-0.08133,0.63532,-0.14774
0.09434,-0.03130,0.16546,-0.63977,-5.81848,-7.86806,-0.00708,0.06924,0.03087,-0.08113,0.63518,-0.14746
0.05831,0.00988,-0.05218,-0.63351,-5.81866,-7.86843,0.01460,0.09705,0.01192,-0.08034,0.63520,-0.14720
-0.09370,-0.07033,-0.05416,-0.63085,-5.82001,-7.86765,0.01849,-0.01251,0.01756,-0.08001,0.63537,-0.14703
0.04174,0.04867,0.20515,-0.63491,-5.82139,-7.86630,0.01854,-0.05243,0.01571,-0.08054,0.63555,-0.14680
-0.05190,0.01924,0.13433,-0.63838,-5.82249,-7.86521,0.00837,-0.01255,0.01205,-0.08099,0.63568,-0.14663
-0.07998,-0.06690,0.14555,-0.63828,-5.82209,-7.86551,-0.01491,0.03573,0.02112,-0.08097,0.63563,-0.14644
0.02736,-0.01674,0.17960,-0.63638,-5.82018,-7.86708,-0.02921,0.03995,0.02544,-0.08072,0.63539,-0.14617
-0.02311,-0.00063,0.12508,-0.63620,-5.81743,-7.86912,-0.03634,0.00227,0.02727,-0.08067,0.63504,-0.14588
-0.06605,0.02457,0.08130,-0.63814,-5.81450,-7.87113,-0.03816,-0.01439,0.02268,-0.08090,0.63467,-0.14562
-0.10967,0.05734,0.04657,-0.63971,-5.81150,-7.87322,-0.03478,0.00423,0.01608,-0.08107,0.63429,-0.14543
-0.10629,0.04522,-0.04127,-0.63891,-5.80896,-7.87516,-0.02973,0.03192,0.00875,-0.08095,0.63397,-0.14531
-0.04900,0.03460,-0.05151,-0.63664,-5.80687,-7.87688,-0.02403,0.03053,0.00904,-0.08065,0.63371,-0.14524
-0.01205,0.05418,-0.06356,-0.63573,-5.80505,-7.87830,-0.01764,0.00594,0.01234,-0.08052,0.63348,-0.14513
-0.00398,0.06407,-0.06446,-0.63722,-5.80387,-7.87905,-0.01051,-0.01797,0.01410,-0.08070,0.63333,-0.14497
-0.04311,0.05972,-0.06135,-0.63954,-5.80326,-7.87931,-0.00618,-0.01459,0.01381,-0.08099,0.63325,-0.14479
-0.08064,0.05045,-0.04265,-0.64077,-5.80312,-7.87932,-0.00118,0.00271,0.01133,-0.08114,0.63323,-0.14464
-0.09206,0.05310,-0.01452,-0.64072,-5.80292,-7.87946,-0.00169,0.01070,0.01003,-0.08114,0.63321,-0.14451
-0.09096,0.08455,-0.00222,-0.64091,-5.80266,-7.87964,-0.00576,-0.00238,0.00639,-0.08116,0.63317,-0.14442
-0.10743,0.07410,0.03062,-0.64210,-5.80223,-7.87986,-0.00714,-0.01809,0.00205,-0.08131,0.63312,-0.14436
-0.12849,0.08332,0.02628,-0.64304,-5.80172,-7.88016,-0.00625,-0.01049,-0.00572,-0.08142,0.63306,-0.14440
-0.11213,0.07748,0.00870,-0.64294,-5.80142,-7.88039,-0.00272,0.00068,-0.01020,-0.08141,0.63302,-0.14450
-0.10805,0.06097,-0.01817,-0.64179,-5.80167,-7.88030,0.00983,0.00367,-0.01833,-0.08126,0.63305,-0.14468
-0.09913,0.07839,-0.00763,-0.64067,-5.80292,-7.87947,0.01932,-0.00443,-0.01901,-0.08113,0.63321,-0.14491
-0.02871,0.05015,0.00326,-0.64017,-5.80506,-7.87793,0.03183,-0.00827,-0.02128,-0.08108,0.63348,-0.14514
0.02945,0.02203,0.02787,-0.63997,-5.80762,-7.87606,0.02887,-0.01372,-0.01631,-0.08108,0.63380,-0.14534
0.03294,0.00261,0.10574,-0.64017,-5.80975,-7.87447,0.02079,-0.01121,-0.01073,-0.08112,0.63407,-0.14549
0.00320,-0.02108,0.19326,-0.64051,-5.81075,-7.87371,-0.00075,-0.00895,-0.00837,-0.08117,0.63420,-0.14558
0.00052,-0.02640,0.21317,-0.64067,-5.80991,-7.87431,-0.02221,-0.00553,-0.00446,-0.08118,0.63409,-0.14567
-0.02549,-0.03824,0.21899,-0.64070,-5.80750,-7.87609,-0.03624,0.00262,-0.00489,-0.08117,0.63379,-0.14575
-0.04769,-0.02992,0.15441,-0.63989,-5.80445,-7.87840,-0.03909,0.01045,-0.00265,-0.08104,0.63340,-0.14584
-0.06133,-0.02042,0.07363,-0.63837,-5.80154,-7.88068,-0.03330,0.01578,-0.00813,-0.08083,0.63303,-0.14594
-0.09582,-0.00081,0.03250,-0.63635,-5.79929,-7.88249,-0.02672,0.01725,-0.01388,-0.08056,0.63275,-0.14609
-0.12612,0.02566,0.01713,-0.63389,-5.79748,-7.88402,-0.02425,0.01776,-0.02426,-0.08023,0.63252,-0.14635
-0.14201,0.06867,0.02863,-0.63087,-5.79620,-7.88521,-0.01351,0.02115,-0.03269,-0.07984,0.63236,-0.14671
-0.16916,0.07646,0.05394,-0.62677,-5.79561,-7.88597,-0.01004,0.02407,-0.04504,-0.07931,0.63228,-0.14721
-0.15784,0.11268,0.08222,-0.62192,-5.79532,-7.88656,-0.01013,0.02358,-0.05612,-0.07870,0.63225,-0.14784
-0.17019,0.10604,0.09717,-0.61690,-5.79526,-7.88700,-0.00513,0.01758,-0.06221,-0.07806,0.63224,-0.14857
-0.17172,0.14826,0.10787,-0.61133,-5.79514,-7.88752,-0.00968,0.02182,-0.07399,-0.07735,0.63222,-0.14942
-0.22001,0.15773,0.11705,-0.60479,-5.79473,-7.88833,-0.01525,0.02692,-0.08325,-0.07652,0.63217,-0.15041
-0.20041,0.17257,0.07134,-0.60075,-5.79281,-7.89005,-0.04487,0.01491,0.07088,-0.07599,0.63193,-0.15103
4.24345,-0.86928,0.22594,-0.62581,-5.78705,-7.89233,-0.02835,-0.30260,0.22366,-0.07913,0.63120,-0.14804
0.09725,-1.03574,-0.25002,-0.65375,-5.78758,-7.88967,0.04584,-0.21515,0.08240,-0.08267,0.63127,-0.14657
-1.12452,0.74936,0.00710,-0.66873,-5.78826,-7.88791,-0.02154,-0.03131,0.04573,-0.08458,0.63135,-0.14544
-1.04309,0.13588,0.34791,-0.66008,-5.78425,-7.89159,-0.07373,0.19568,-0.08796,-0.08345,0.63085,-0.14593
-1.25890,0.16723,-0.19414,-0.63775,-5.77969,-7.89676,-0.05205,0.19883,-0.08922,-0.08059,0.63027,-0.14712
-0.28557,0.25260,-0.13354,-0.62199,-5.77752,-7.89961,-0.01351,0.08673,-0.07651,-0.07857,0.63000,-0.14817
-0.02518,0.14506,-0.29376,-0.61393,-5.77832,-7.89965,0.01799,0.02723,-0.04643,-0.07756,0.63010,-0.14895
0.18311,0.00228,-0.22335,-0.61153,-5.77949,-7.89898,0.00510,0.01391,0.01049,-0.07726,0.63025,-0.14912
0.13028,0.18590,-0.00242,-0.61137,-5.77861,-7.89964,-0.02107,0.01764,0.02225,-0.07724,0.63014,-0.14889
-0.20592,0.16422,0.01927,-0.61170,-5.77653,-7.90113,-0.02879,0.00022,0.01626,-0.07727,0.62987,-0.14867
-0.29595,0.12355,0.04310,-0.61370,-5.77402,-7.90282,-0.03334,-0.02889,0.00801,-0.07750,0.62956,-0.14855
-0.21688,0.07714,0.04154,-0.61601,-5.77160,-7.90440,-0.02725,-0.01979,-0.00281,-0.07777,0.62925,-0.14854
-0.10361,-0.05351,-0.00941,-0.61629,-5.77023,-7.90538,-0.00890,0.00476,-0.00812,-0.07780,0.62908,-0.14862
0.00711,-0.12055,-0.03254,-0.61494,-5.77009,-7.90559,0.00326,0.00793,-0.01331,-0.07763,0.62906,-0.14876
0.12499,-0.14794,-0.02366,-0.61371,-5.77097,-7.90504,0.01662,0.00120,-0.01603,-0.07748,0.62917,-0.14892
0.18703,-0.15580,0.04677,-0.61305,-5.77254,-7.90394,0.02021,-0.00568,-0.01391,-0.07741,0.62937,-0.14909
0.17785,-0.13802,0.10498,-0.61270,-5.77401,-7.90290,0.01556,-0.00279,-0.01201,-0.07737,0.62955,-0.14923
0.18377,-0.12183,0.13084,-0.61203,-5.77494,-7.90227,0.00646,0.00498,-0.01191,-0.07730,0.62967,-0.14936
0.21847,-0.09972,0.13375,-0.61112,-5.77536,-7.90204,0.00225,0.01125,0.00005,-0.07718,0.62972,-0.14941
0.21953,-0.06468,0.09139,-0.61053,-5.77523,-7.90217,-0.00323,0.01001,0.00972,-0.07711,0.62971,-0.14936
0.13790,-0.00631,0.11123,-0.61060,-5.77450,-7.90271,-0.01445,0.00247,0.01307,-0.07711,0.62962,-0.14923
0.04460,0.05171,0.06564,-0.61143,-5.77310,-7.90366,-0.02021,0.00207,0.01918,-0.07721,0.62944,-0.14905
-0.04309,0.06811,0.01523,-0.61233,-5.77155,-7.90472,-0.01485,0.00332,0.02011,-0.07731,0.62925,-0.14882
-0.14651,0.09832,-0.00785,-0.61320,-5.77048,-7.90544,-0.01194,-0.00040,0.01467,-0.07741,0.62911,-0.14862
